time,x,y
72.823,346,87
72.864,346,87
72.906,347,88
72.948,346,87
72.990,349,86
73.031,349,86
73.073,348,87
73.115,347,85
73.156,346,87
73.198,345,88
73.240,346,89
73.282,347,89
73.323,346,88
73.365,346,88
73.407,346,89
73.448,347,87
73.490,345,87
73.532,345,87
73.574,349,85
73.615,348,87
73.657,347,86
73.699,349,87
73.740,349,88
73.782,349,88
73.824,348,88
73.865,348,86
73.907,346,87
73.949,347,86
73.991,348,85
74.032,347,88
74.074,347,88
74.116,348,87
74.157,347,87
74.199,346,88
74.241,347,87
74.283,348,86
74.324,346,88
74.366,346,88
74.408,346,88
74.449,346,88
74.491,347,87
74.533,346,87
74.575,347,89
74.616,348,88
74.658,347,88
74.700,347,87
74.741,347,88
74.783,349,87
74.825,348,89
74.866,348,89
74.908,348,89
74.950,348,88
74.992,347,88
75.033,347,87
75.075,345,88
75.117,345,86
75.158,346,88
75.200,347,87
75.242,347,88
75.284,347,87
75.325,347,87
75.367,346,88
75.409,346,88
75.450,346,88
75.492,347,88
75.534,345,88
75.575,347,87
75.617,348,87
75.659,347,88
75.701,347,86
75.742,347,88
75.784,345,88
75.826,346,88
75.867,347,86
75.909,346,88
75.951,346,87
75.993,350,88
76.034,348,88
76.076,348,88
76.118,347,88
76.159,348,88
76.201,346,88
76.243,348,88
76.285,349,88
76.326,350,87
76.368,348,85
76.410,349,85
76.451,349,87
76.493,349,87
76.535,348,87
76.577,349,87
76.618,348,87
76.660,346,88
76.702,346,88
76.743,345,89
76.785,345,89
76.827,347,89
76.868,344,88
76.910,346,88
76.952,346,89
76.994,345,89
77.035,345,87
77.077,348,87
77.119,349,88
77.160,348,88
77.202,348,88
77.244,347,87
77.286,344,88
77.327,344,90
77.369,345,89
77.411,346,88
77.452,345,86
77.494,344,86
77.536,343,88
77.578,348,87
77.619,347,87
77.661,348,87
77.703,347,87
77.744,348,86
77.786,348,85
77.828,348,86
77.869,348,87
77.911,348,86
77.953,349,85
77.995,349,86
78.036,346,86
78.078,345,87
78.120,344,88
78.161,344,88
78.203,344,89
78.245,342,88
78.287,345,89
78.328,345,89
78.370,345,87
78.412,346,87
78.453,345,88
78.495,344,89
78.537,344,89
78.578,346,87
78.620,349,86
78.662,347,87
78.704,348,85
78.745,347,84
78.787,346,85
78.829,346,87
78.870,346,85
78.912,347,87
78.954,347,87
78.996,347,86
79.037,347,86
79.079,346,86
79.121,346,88
79.162,343,89
79.204,344,88
79.246,345,89
79.288,344,87
79.329,343,90
79.371,343,89
79.413,343,88
79.454,344,88
79.496,344,86
79.538,346,85
79.580,348,86
79.621,346,86
79.663,348,85
79.705,348,86
79.746,348,88
79.788,347,88
79.830,347,88
79.871,347,88
79.913,348,88
79.955,347,87
79.997,347,88
80.038,348,87
80.080,347,86
80.122,348,86
80.163,349,86
80.205,349,86
80.247,348,86
80.289,348,87
80.330,349,85
80.372,348,85
80.414,347,86
80.455,345,88
80.497,344,89
80.539,346,88
80.581,348,89
80.622,348,88
80.664,348,88
80.706,347,88
80.747,347,89
80.789,347,88
80.831,348,88
80.872,347,88
80.914,348,88
80.956,348,87
80.998,348,88
81.039,347,87
81.081,347,86
81.123,346,86
81.164,346,87
81.206,345,87
81.248,346,87
81.290,347,88
81.331,348,87
81.373,346,87
81.415,347,88
81.456,346,87
81.498,347,87
81.540,346,87
81.581,346,88
81.623,346,87
81.665,347,87
81.707,348,87
81.748,347,88
81.790,348,88
81.832,347,88
81.873,346,88
81.915,347,87
81.957,346,88
81.999,347,88
82.040,347,88
82.082,350,88
82.124,350,88
82.165,350,86
82.207,347,86
82.249,344,86
82.291,346,86
82.332,349,86
82.374,349,86
82.416,348,86
82.457,345,87
82.499,347,87
82.541,347,88
82.583,349,88
82.624,348,87
82.666,350,87
82.708,349,88
82.749,348,89
82.791,348,89
82.833,348,87
82.874,347,88
82.916,347,88
82.958,346,87
83.000,347,86
83.041,346,87
83.083,347,87
83.125,348,86
83.166,348,85
83.208,349,86
83.250,348,88
83.292,345,87
83.333,347,88
83.375,347,88
83.417,346,88
83.458,347,86
83.500,347,87
83.542,347,87
83.584,349,85
83.625,348,86
83.667,349,87
83.709,349,88
83.750,347,88
83.792,347,88
83.834,345,88
83.875,346,88
83.917,347,88
83.959,350,87
84.001,349,88
84.042,346,85
84.084,347,85
84.126,348,85
84.167,346,87
84.209,345,87
84.251,347,88
84.293,346,88
84.334,347,88
84.376,346,88
84.418,346,88
84.459,345,86
84.501,345,87
84.543,342,87
84.584,345,88
84.626,346,89
84.668,348,86
84.710,346,88
84.751,346,87
84.793,347,87
84.835,347,87
84.876,347,88
84.918,347,88
84.960,346,88
85.002,344,86
85.043,344,86
85.085,347,85
85.127,346,88
85.168,345,89
85.210,343,88
85.252,343,89
85.294,346,88
85.335,345,88
85.377,348,88
85.419,347,89
85.460,347,88
85.502,348,88
85.544,348,87
85.586,348,85
85.627,347,85
85.669,348,88
85.711,347,88
85.752,345,90
85.794,348,89
85.836,347,88
85.877,347,88
85.919,346,89
85.961,345,89
86.003,348,88
86.044,348,89
86.086,348,88
86.128,348,88
86.169,349,87
86.211,349,87
86.253,349,87
86.295,349,87
86.336,350,87
86.378,349,87
86.420,350,87
86.461,350,87
86.503,350,87
86.545,349,88
86.587,347,89
86.628,348,88
86.670,348,89
86.712,347,89
86.753,349,89
86.795,348,87
86.837,348,86
86.878,348,86
86.920,346,88
86.962,348,86
87.004,350,85
87.045,349,86
87.087,348,86
87.129,345,86
87.170,344,86
87.212,344,86
87.254,345,88
87.296,346,88
87.337,345,86
87.379,345,88
87.421,346,88
87.462,345,87
87.504,345,87
87.546,347,87
87.587,347,85
87.629,347,85
87.671,344,87
87.713,346,87
87.754,346,89
87.796,346,87
87.838,347,87
87.879,348,87
87.921,348,89
87.963,350,89
88.005,346,89
88.046,347,88
88.088,348,89
88.130,348,88
88.171,348,88
88.213,348,88
88.255,349,88
88.297,349,88
88.338,348,88
88.380,350,88
88.422,349,88
88.463,351,86
88.505,350,86
88.547,348,88
88.589,348,87
88.630,348,85
88.672,347,86
88.714,350,85
88.755,350,85
88.797,351,85
88.839,349,86
88.880,348,87
88.922,349,88
88.964,349,86
89.006,348,87
89.047,348,88
89.089,348,88
89.131,347,86
89.172,347,88
89.214,346,88
89.256,347,88
89.298,346,88
89.339,348,87
89.381,348,87
89.423,346,87
89.464,346,86
89.506,348,86
89.548,347,86
89.589,348,87
89.631,349,86
89.673,345,86
89.715,347,87
89.756,346,87
89.798,349,87
89.840,348,88
89.881,347,88
89.923,349,88
89.965,348,88
90.007,349,88
90.048,348,88
90.090,350,86
90.132,350,86
90.173,349,86
90.215,348,87
90.257,346,88
90.299,345,88
90.340,347,89
90.382,348,88
90.424,347,88
90.465,348,87
90.507,347,88
90.549,348,87
90.590,350,86
90.632,348,86
90.674,346,86
90.716,348,84
90.757,347,86
90.799,346,85
90.841,349,86
90.882,348,85
90.924,347,86
90.966,349,86
91.008,349,85
91.049,348,86
91.091,347,87
91.133,347,87
91.174,348,87
91.216,348,87
91.258,347,87
91.300,347,87
91.341,349,87
91.383,347,87
91.425,345,89
91.466,346,87
91.508,346,87
91.550,345,87
91.592,347,86
91.633,346,87
91.675,348,88
91.717,346,87
91.758,349,85
91.800,346,87
91.842,344,88
91.883,346,87
91.925,346,87
91.967,350,86
92.009,347,87
92.050,348,86
92.092,346,87
92.134,344,85
92.175,345,86
92.217,345,88
92.259,344,88
92.301,346,86
92.342,346,86
92.384,344,87
92.426,347,87
92.467,347,87
92.509,345,88
92.551,346,89
92.592,348,87
92.634,348,88
92.676,349,86
92.718,350,86
92.759,349,88
92.801,348,89
92.843,349,87
92.884,348,88
92.926,346,87
92.968,348,87
93.010,348,88
93.051,348,88
93.093,347,87
93.135,347,87
93.176,345,89
93.218,345,89
93.260,345,89
93.302,346,86
93.343,348,87
93.385,348,85
93.427,345,86
93.468,345,86
93.510,348,87
93.552,347,87
93.593,348,86
93.635,348,86
93.677,348,87
93.719,347,87
93.760,346,88
93.802,346,86
93.844,347,85
93.885,347,86
93.927,347,86
93.969,347,86
94.011,349,87
94.052,349,86
94.094,348,87
94.136,349,86
94.177,350,87
94.219,347,87
94.261,348,85
94.303,348,86
94.344,347,87
94.386,347,87
94.428,348,87
94.469,349,87
94.511,349,85
94.553,347,85
94.595,348,87
94.636,345,86
94.678,349,86
94.720,349,86
94.761,349,87
94.803,349,86
94.845,349,88
94.886,347,87
94.928,346,87
94.970,346,87
95.012,349,87
95.053,348,88
95.095,347,87
95.137,347,86
95.178,348,87
95.220,346,87
95.262,347,87
95.304,348,86
95.345,348,86
95.387,348,86
95.429,348,86
95.470,346,86
95.512,345,86
95.554,344,88
95.595,348,88
95.637,349,87
95.679,349,88
95.721,348,88
95.762,348,88
95.804,348,86
95.846,347,86
95.887,348,86
95.929,349,86
95.971,349,87
96.013,347,89
96.054,347,89
96.096,350,88
96.138,347,88
96.179,345,89
96.221,345,87
96.263,345,87
96.305,346,87
96.346,346,89
96.388,345,89
96.430,345,89
96.471,343,89
96.513,346,89
96.555,344,89
96.596,348,88
96.638,348,87
96.680,349,87
96.722,350,87
96.763,350,87
96.805,349,86
96.847,348,88
96.888,346,88
96.930,347,88
96.972,346,87
97.014,347,88
97.055,347,87
97.097,347,88
97.139,346,88
97.180,345,88
97.222,345,87
97.264,344,87
97.306,344,87
97.347,342,87
97.389,340,88
97.431,338,88
97.472,340,90
97.514,342,91
97.556,341,89
97.598,341,87
97.639,340,87
97.681,339,87
97.723,340,87
97.764,339,88
97.806,335,88
97.848,335,87
97.889,335,87
97.931,338,87
97.973,337,87
98.015,335,90
98.056,335,89
98.098,336,92
98.140,334,90
98.181,333,91
98.223,334,90
98.265,336,89
98.307,334,89
98.348,333,88
98.390,333,90
98.432,334,90
98.473,333,90
98.515,331,90
98.557,332,90
98.598,331,89
98.640,227,97
98.682,331,91
98.724,331,92
98.765,331,92
98.807,331,91
98.849,228,96
98.890,229,95
98.932,228,95
98.974,229,97
99.016,233,98
99.057,232,98
99.099,233,97
99.141,232,96
99.182,330,92
99.224,332,92
99.266,330,93
99.308,236,97
99.349,233,98
99.391,234,98
99.433,332,92
99.474,330,91
99.516,333,90
99.558,332,91
99.599,334,92
99.641,333,92
99.683,234,98
99.725,228,97
99.766,330,93
99.808,227,97
99.850,230,97
99.891,224,97
99.933,227,96
99.975,332,90
100.017,238,96
100.058,234,93
100.100,333,91
100.142,333,92
100.183,334,92
100.225,332,92
100.267,233,99
100.309,234,98
100.350,235,99
100.392,233,99
100.434,235,99
100.475,332,92
100.517,331,92
100.559,332,91
100.601,232,96
100.642,332,90
100.684,333,88
100.726,333,89
100.767,333,90
100.809,228,95
100.851,220,94
100.892,334,88
100.934,334,90
100.976,333,89
101.018,332,91
101.059,330,90
101.101,333,92
101.143,334,91
101.184,334,91
101.226,335,91
101.268,333,90
101.310,332,90
101.351,331,91
101.393,334,90
101.435,337,89
101.476,336,89
101.518,336,89
101.560,338,89
101.601,337,89
101.643,337,90
101.685,338,89
101.727,338,87
101.768,340,88
101.810,337,88
101.852,337,89
101.893,337,88
101.935,336,91
101.977,338,91
102.019,338,91
102.060,340,91
102.102,340,88
102.144,340,88
102.185,339,89
102.227,341,88
102.269,341,89
102.311,339,89
102.352,341,87
102.394,341,86
102.436,341,87
102.477,341,87
102.519,338,87
102.561,340,88
102.602,341,90
102.644,340,89
102.686,341,88
102.728,341,87
102.769,340,87
102.811,338,87
102.853,339,87
102.894,338,88
102.936,339,90
102.978,338,89
103.020,338,89
103.061,340,88
103.103,339,88
103.145,235,93
103.186,232,93
103.228,341,87
103.270,342,87
103.312,343,87
103.353,344,87
103.395,343,87
103.437,343,86
103.478,341,88
103.520,338,88
103.562,339,89
103.604,343,87
103.645,341,87
103.687,344,88
103.729,345,88
103.770,344,88
103.812,344,89
103.854,344,88
103.895,341,87
103.937,343,88
103.979,344,89
104.021,342,89
104.062,343,90
104.104,344,89
104.146,342,88
104.187,343,87
104.229,343,86
104.271,345,86
104.313,343,86
104.354,341,86
104.396,342,88
104.438,345,86
104.479,345,86
104.521,345,88
104.563,345,86
104.604,346,86
104.646,345,86
104.688,345,86
104.730,344,87
104.771,346,88
104.813,345,88
104.855,344,89
104.896,346,88
104.938,347,88
104.980,347,89
105.022,344,89
105.063,341,88
105.105,346,86
105.147,345,86
105.188,347,86
105.230,347,86
105.272,347,87
105.314,346,87
105.355,348,86
105.397,349,86
105.439,346,87
105.480,344,87
105.522,347,87
105.564,348,85
105.605,349,87
105.647,346,86
105.689,347,87
105.731,347,86
105.772,346,87
105.814,346,85
105.856,345,86
105.897,345,86
105.939,346,87
105.981,347,86
106.023,346,86
106.064,346,86
106.106,348,88
106.148,348,87
106.189,348,87
106.231,350,87
106.273,348,87
106.315,348,86
106.356,351,86
106.398,350,85
106.440,347,87
106.481,347,87
106.523,347,87
106.565,348,85
106.607,348,87
106.648,349,86
106.690,346,89
106.732,346,88
106.773,345,89
106.815,343,88
106.857,341,89
106.898,344,89
106.940,346,89
106.982,346,88
107.024,345,87
107.065,347,87
107.107,347,87
107.149,345,87
107.190,346,88
107.232,347,88
107.274,348,88
107.316,347,88
107.357,346,88
107.399,346,86
107.441,345,87
107.482,346,88
107.524,345,86
107.566,346,85
107.607,347,87
107.649,348,87
107.691,345,87
107.733,348,86
107.774,347,86
107.816,345,86
107.858,346,88
107.899,346,88
107.941,346,88
107.983,347,92
108.025,349,92
108.066,349,92
108.108,351,91
108.150,351,91
108.191,350,91
108.233,351,91
108.275,352,91
108.317,353,90
108.358,352,91
108.400,353,90
108.442,352,91
108.483,351,90
108.525,351,91
108.567,349,91
108.608,351,92
108.650,351,90
108.692,351,91
108.734,351,90
108.775,353,91
108.817,353,91
108.859,353,91
108.900,353,90
108.942,352,91
108.984,351,91
109.026,351,91
109.067,353,91
109.109,351,90
109.151,350,90
109.192,351,91
109.234,352,90
109.276,351,90
109.318,352,90
109.359,350,91
109.401,353,90
109.443,352,89
109.484,352,90
109.526,354,90
109.568,353,90
109.610,351,91
109.651,350,91
109.693,350,91
109.735,350,91
109.776,349,92
109.818,352,91
109.860,353,91
109.901,353,91
109.943,352,91
109.985,355,90
110.027,351,91
110.068,351,90
110.110,351,92
110.152,351,90
110.193,351,91
110.235,352,91
110.277,352,92
110.319,353,90
110.360,352,91
110.402,353,91
110.444,352,91
110.485,353,90
110.527,354,90
110.569,355,89
110.610,353,90
110.652,355,90
110.694,352,91
110.736,354,91
110.777,354,91
110.819,354,90
110.861,354,91
110.902,354,90
110.944,354,90
110.986,353,91
111.028,353,91
111.069,354,90
111.111,351,91
111.153,353,89
111.194,352,90
111.236,351,89
111.278,350,89
111.320,350,90
111.361,350,91
111.403,351,90
111.445,351,91
111.486,352,90
111.528,351,91
111.570,351,90
111.611,351,91
111.653,350,91
111.695,350,91
111.737,351,90
111.778,351,90
111.820,353,89
111.862,352,90
111.903,354,90
111.945,355,90
111.987,353,90
112.029,352,90
112.070,352,90
112.112,351,91
112.154,352,90
112.195,351,91
112.237,350,91
112.279,350,91
112.321,351,91
112.362,352,91
112.404,352,90
112.446,352,90
112.487,352,90
112.529,350,91
112.571,350,91
112.613,348,90
112.654,349,90
112.696,349,91
112.738,350,91
112.779,349,90
112.821,349,90
112.863,349,91
112.904,350,91
112.946,350,91
112.988,351,91
113.030,352,90
113.071,350,90
113.113,348,92
113.155,349,90
113.196,349,90
113.238,350,90
113.280,351,90
113.322,350,90
113.363,349,91
113.405,348,91
113.447,352,91
113.488,351,91
113.530,350,90
113.572,350,90
113.613,353,90
113.655,352,90
113.697,353,90
113.739,352,90
113.780,352,91
113.822,353,91
113.864,350,90
113.905,351,89
113.947,353,90
113.989,352,90
114.031,350,91
114.072,352,90
114.114,351,90
114.156,349,91
114.197,351,90
114.239,351,91
114.281,351,91
114.323,349,91
114.364,352,91
114.406,350,91
114.448,350,91
114.489,351,91
114.531,351,89
114.573,352,90
114.614,350,92
114.656,351,91
114.698,351,91
114.740,350,92
114.781,350,92
114.823,350,92
114.865,350,92
114.906,349,91
114.948,351,91
114.990,349,91
115.032,351,91
115.073,351,90
115.115,350,91
115.157,350,90
115.198,349,91
115.240,351,90
115.282,350,91
115.324,348,91
115.365,349,91
115.407,350,91
115.449,350,91
115.490,351,91
115.532,351,91
115.574,352,90
115.616,349,90
115.657,348,89
115.699,348,90
115.741,348,88
115.782,347,90
115.824,348,88
115.866,348,88
115.907,349,89
115.949,349,90
115.991,348,90
116.033,348,90
116.074,349,88
116.116,349,89
116.158,349,89
116.199,350,90
116.241,349,90
116.283,349,88
116.325,347,90
116.366,348,90
116.408,348,90
116.450,349,90
116.491,351,89
116.533,350,90
116.575,352,90
116.616,350,91
116.658,350,91
116.700,350,91
116.742,353,90
116.783,351,91
116.825,352,91
116.867,353,91
116.908,353,90
116.950,352,91
116.992,353,91
117.034,353,91
117.075,352,90
117.117,352,89
117.159,352,90
117.200,350,90
117.242,353,89
117.284,350,91
117.326,351,90
117.367,352,90
117.409,352,89
117.451,352,90
117.492,352,90
117.534,352,90
117.576,353,89
117.617,349,91
117.659,350,91
117.701,348,92
117.743,352,91
117.784,351,91
117.826,352,91
117.868,352,91
117.909,355,90
117.951,354,91
117.993,353,91
118.035,354,91
118.076,352,91
118.118,350,92
118.160,350,91
118.201,352,91
118.243,351,91
118.285,351,91
118.327,351,91
118.368,350,91
118.410,351,90
118.452,352,90
118.493,350,90
118.535,348,91
118.577,349,91
118.619,350,91
118.660,351,90
118.702,351,90
118.744,353,89
118.785,353,90
118.827,351,91
118.869,352,91
118.910,353,90
118.952,352,90
118.994,352,90
119.036,352,91
119.077,352,89
119.119,349,91
119.161,350,91
119.202,352,90
119.244,347,90
119.286,349,89
119.328,349,88
119.369,349,90
119.411,348,90
119.453,346,90
119.494,349,90
119.536,346,91
119.578,349,90
119.619,352,90
119.661,352,90
119.703,352,90
119.745,352,91
119.786,351,91
119.828,351,91
119.870,351,92
119.911,352,91
119.953,351,91
119.995,352,90
120.037,351,91
120.078,352,90
120.120,350,92
120.162,348,92
120.203,350,92
120.245,351,91
120.287,350,91
120.329,350,91
120.370,352,91
120.412,352,91
120.454,352,91
120.495,351,91
120.537,352,91
120.579,351,91
120.620,351,91
120.662,352,90
120.704,352,90
120.746,352,90
120.787,352,90
120.829,353,89
120.871,350,91
120.912,351,90
120.954,351,91
120.996,351,91
121.038,351,91
121.079,351,91
121.121,352,92
121.163,352,90
121.204,353,89
121.246,352,90
121.288,353,90
121.330,353,90
121.371,354,90
121.413,352,89
121.455,352,90
121.496,354,89
121.538,353,89
121.580,352,90
121.622,349,91
121.663,350,91
121.705,350,91
121.747,349,91
121.788,351,91
121.830,351,91
121.872,351,91
121.913,351,90
121.955,349,92
121.997,350,91
122.039,351,90
122.080,351,90
122.122,349,90
122.164,348,90
122.205,348,91
122.247,348,90
122.289,348,90
122.331,346,91
122.372,348,90
122.414,349,90
122.456,348,91
122.497,349,90
122.539,348,91
122.581,348,91
122.622,350,91
122.664,350,90
122.706,348,91
122.748,350,91
122.789,350,91
122.831,350,91
122.873,351,92
122.914,350,91
122.956,351,91
122.998,353,91
123.040,352,91
123.081,352,92
123.123,351,93
123.165,351,93
123.206,352,93
123.248,354,92
123.290,353,92
123.332,351,92
123.373,350,92
123.415,351,93
123.457,352,92
123.498,351,93
123.540,351,93
123.582,351,92
123.623,351,92
123.665,351,92
123.707,352,92
123.749,351,92
123.790,351,92
123.832,351,92
123.874,351,92
123.915,355,91
123.957,354,91
123.999,353,91
124.041,351,92
124.082,352,92
124.124,352,92
124.166,352,92
124.207,354,91
124.249,354,91
124.291,354,91
124.333,354,90
124.374,354,91
124.416,353,91
124.458,352,91
124.499,353,91
124.541,354,90
124.583,354,91
124.625,352,92
124.666,353,92
124.708,353,92
124.750,352,91
124.791,352,91
124.833,351,92
124.875,353,91
124.916,353,91
124.958,353,92
125.000,353,91
125.042,353,92
125.083,352,92
125.125,351,93
125.167,352,92
125.208,351,92
125.250,353,92
125.292,353,92
125.334,352,91
125.375,351,91
125.417,351,92
125.459,352,92
125.500,352,91
125.542,352,92
125.584,352,92
125.625,351,92
125.667,352,92
125.709,351,92
125.751,350,92
125.792,351,91
125.834,352,91
125.876,352,92
125.917,351,92
125.959,351,92
126.001,352,92
126.043,353,92
126.084,353,91
126.126,353,92
126.168,352,92
126.209,351,93
126.251,352,92
126.293,351,93
126.335,353,93
126.376,353,93
126.418,352,93
126.460,354,92
126.501,356,91
126.543,353,92
126.585,353,91
126.627,350,92
126.668,352,91
126.710,352,91
126.752,351,91
126.793,350,91
126.835,351,91
126.877,352,92
126.918,352,90
126.960,351,91
127.002,353,91
127.044,353,92
127.085,353,91
127.127,351,92
127.169,350,92
127.210,352,91
127.252,350,91
127.294,349,92
127.336,350,92
127.377,350,93
127.419,351,93
127.461,348,93
127.502,349,93
127.544,350,93
127.586,351,92
127.628,351,93
127.669,350,92
127.711,350,93
127.753,352,92
127.794,353,92
127.836,353,92
127.878,354,92
127.919,353,92
127.961,353,92
128.003,352,92
128.045,352,93
128.086,353,92
128.128,351,92
128.170,352,92
128.211,350,92
128.253,351,92
128.295,350,92
128.337,350,92
128.378,351,93
128.420,352,93
128.462,353,92
128.503,352,92
128.545,352,92
128.587,351,92
128.629,350,93
128.670,352,92
128.712,351,92
128.754,352,92
128.795,352,92
128.837,352,92
128.879,350,93
128.920,351,92
128.962,350,93
129.004,352,92
129.046,352,93
129.087,351,92
129.129,353,91
129.171,352,92
129.212,352,92
129.254,352,91
129.296,352,91
129.338,352,91
129.379,352,91
129.421,352,91
129.463,352,90
129.504,351,91
129.546,351,92
129.588,353,91
129.629,352,91
129.671,349,92
129.713,351,93
129.755,351,92
129.796,350,92
129.838,350,92
129.880,350,92
129.921,350,92
129.963,350,92
130.005,351,92
130.047,352,92
130.088,351,92
130.130,351,91
130.172,350,92
130.213,351,92
130.255,350,93
130.297,351,93
130.339,349,93
130.380,349,93
130.422,349,93
130.464,349,92
130.505,350,92
130.547,350,93
130.589,351,92
130.630,351,93
130.672,350,93
130.714,350,93
130.756,351,92
130.797,351,93
130.839,351,92
130.881,350,92
130.922,350,92
130.964,351,92
131.006,351,92
131.048,352,93
131.089,351,93
131.131,351,92
131.173,350,92
131.214,349,93
131.256,348,92
131.298,351,92
131.340,351,92
131.381,350,92
131.423,350,92
131.465,352,92
131.506,351,92
131.548,351,92
131.590,352,92
131.632,352,92
131.673,352,91
131.715,351,92
131.757,352,91
131.798,353,91
131.840,352,91
131.882,350,91
131.923,351,91
131.965,351,90
132.007,351,90
132.049,352,91
132.090,351,91
132.132,352,92
132.174,350,92
132.215,350,93
132.257,351,92
132.299,352,92
132.341,353,92
132.382,352,92
132.424,351,92
132.466,353,91
132.507,353,91
132.549,352,92
132.591,351,93
132.633,351,92
132.674,351,92
132.716,352,92
132.758,355,91
132.799,353,91
132.841,353,91
132.883,354,91
132.924,353,91
132.966,352,92
133.008,351,92
133.050,353,91
133.091,352,92
133.133,351,92
133.175,350,92
133.216,350,92
133.258,349,93
133.300,347,94
133.342,349,92
133.383,348,92
133.425,349,92
133.467,349,92
133.508,351,92
133.550,351,92
133.592,351,92
133.634,352,92
133.675,352,92
133.717,351,92
133.759,351,92
133.800,353,92
133.842,352,92
133.884,353,91
133.925,351,91
133.967,352,92
134.009,351,92
134.051,351,92
134.092,350,92
134.134,350,92
134.176,350,92
134.217,352,91
134.259,351,91
134.301,352,93
134.343,351,92
134.384,351,92
134.426,351,92
134.468,352,92
134.509,351,92
134.551,351,92
134.593,351,92
134.635,351,92
134.676,354,91
134.718,352,91
134.760,351,92
134.801,352,92
134.843,352,92
134.885,354,92
134.926,354,91
134.968,353,92
135.010,353,91
135.052,351,92
135.093,352,91
135.135,351,91
135.177,351,91
135.218,351,91
135.260,350,91
135.302,352,92
135.344,349,91
135.385,349,92
135.427,351,92
135.469,352,92
135.510,349,92
135.552,351,92
135.594,350,92
135.635,348,92
135.677,350,91
135.719,351,92
135.761,349,92
135.802,349,92
135.844,351,92
135.886,351,93
135.927,351,92
135.969,351,93
136.011,349,93
136.053,349,93
136.094,351,92
136.136,352,92
136.178,353,91
136.219,349,92
136.261,350,92
136.303,352,92
136.345,352,92
136.386,351,92
136.428,351,92
136.470,351,92
136.511,351,92
136.553,350,93
136.595,350,92
136.636,352,92
136.678,351,92
136.720,351,92
136.762,350,92
136.803,350,92
136.845,350,92
136.887,351,92
136.928,351,91
136.970,350,92
137.012,349,92
137.054,349,93
137.095,349,92
137.137,352,92
137.179,352,91
137.220,352,91
137.262,354,91
137.304,353,91
137.346,354,91
137.387,352,92
137.429,353,91
137.471,354,91
137.512,353,91
137.554,355,91
137.596,354,91
137.638,350,92
137.679,350,91
137.721,351,91
137.763,348,92
137.804,351,92
137.846,354,91
137.888,354,91
137.929,353,92
137.971,354,91
138.013,352,92
138.055,352,92
138.096,353,92
138.138,352,93
138.180,352,92
138.221,353,92
138.263,353,92
138.305,352,92
138.347,351,92
138.388,349,92
138.430,351,93
138.472,349,94
138.513,349,93
138.555,350,93
138.597,351,92
138.639,350,93
138.680,352,92
138.722,351,92
138.764,351,92
138.805,350,93
138.847,351,93
138.889,350,94
138.930,350,93
138.972,350,93
139.014,351,92
139.056,351,92
139.097,352,92
139.139,353,91
139.181,351,92
139.222,353,92
139.264,349,92
139.306,351,93
139.348,352,92
139.389,352,92
139.431,351,92
139.473,352,92
139.514,352,92
139.556,351,92
139.598,352,92
139.640,353,91
139.681,352,91
139.723,353,92
139.765,352,92
139.806,355,92
139.848,354,91
139.890,351,92
139.931,351,93
139.973,349,93
140.015,349,93
140.057,351,93
140.098,351,92
140.140,352,92
140.182,352,91
140.223,351,92
140.265,352,92
140.307,352,92
140.349,353,92
140.390,351,92
140.432,352,92
140.474,351,92
140.515,352,92
140.557,351,93
140.599,352,93
140.641,354,92
140.682,354,91
140.724,353,92
140.766,352,91
140.807,353,91
140.849,354,91
140.891,353,91
140.932,353,90
140.974,353,91
141.016,351,92
141.058,352,92
141.099,353,92
141.141,353,92
141.183,354,91
141.224,354,92
141.266,353,92
141.308,353,92
141.350,353,92
141.391,352,93
141.433,353,92
141.475,353,91
141.516,350,92
141.558,353,92
141.600,353,92
141.641,353,92
141.683,353,92
141.725,355,92
141.767,355,91
141.808,355,91
141.850,353,92
141.892,353,93
141.933,355,92
141.975,354,92
142.017,355,91
142.059,354,92
142.100,353,92
142.142,352,93
142.184,352,92
142.225,353,92
142.267,353,92
142.309,354,93
142.351,353,93
142.392,353,93
142.434,352,93
142.476,351,93
142.517,351,92
142.559,352,93
142.601,352,92
142.642,352,90
142.684,351,90
142.726,353,91
142.768,350,91
142.809,352,92
142.851,351,91
142.893,352,92
142.934,352,92
142.976,352,92
143.018,350,92
143.060,351,93
143.101,350,92
143.143,353,92
143.185,352,92
143.226,353,92
143.268,354,92
143.310,354,91
143.352,354,91
143.393,353,92
143.435,353,91
143.477,352,91
143.518,353,92
143.560,353,92
143.602,354,91
143.644,354,91
143.685,353,92
143.727,352,92
143.769,351,92
143.810,351,92
143.852,352,92
143.894,351,92
143.935,355,91
143.977,354,91
144.019,353,91
144.061,353,91
144.102,353,90
144.144,355,91
144.186,355,90
144.227,354,91
144.269,352,91
144.311,353,92
144.353,352,91
144.394,354,91
144.436,352,90
144.478,353,90
144.519,353,91
144.561,352,92
144.603,350,92
144.645,352,92
144.686,352,92
144.728,353,92
144.770,351,92
144.811,351,93
144.853,351,92
144.895,350,93
144.936,351,92
144.978,351,92
145.020,351,92
145.062,351,92
145.103,349,93
145.145,352,92
145.187,353,92
145.228,352,92
145.270,351,92
145.312,351,93
145.354,350,93
145.395,351,93
145.437,352,92
145.479,351,93
145.520,351,93
145.562,352,93
145.604,351,92
145.646,350,93
145.687,349,92
145.729,349,93
